Elements_In_Peaks	Elements_In_Cores	Elements_Outside_Cores
4680	666	4014
4906	707	4199
5086	668	4418
4563	638	3925
5220	695	4525
4815	753	4062
4847	626	4221
4091	646	3445
5260	700	4560
4515	684	3831
4973	688	4285
4441	702	3739
4581	623	3958
4831	582	4249
4454	615	3839
4781	730	4051
4541	640	3901
4991	675	4316
4448	641	3807
4443	587	3856
4816	676	4140
4775	658	4117
4589	646	3943
4620	621	3999
4949	621	4328
4866	715	4151
5113	763	4350
4345	586	3759
4537	615	3922
4834	729	4105
4669	600	4069
4490	656	3834
4590	641	3949
4701	686	4015
4605	627	3978
4529	660	3869
5215	690	4525
4375	588	3787
4669	739	3930
4761	613	4148
4760	673	4087
4901	696	4205
4813	686	4127
4755	625	4130
4663	639	4024
4540	615	3925
4435	613	3822
4638	622	4016
4740	616	4124
5021	676	4345
4376	622	3754
4454	528	3926
4833	697	4136
4264	609	3655
4711	691	4020
5018	672	4346
4560	647	3913
4651	736	3915
4422	612	3810
5005	734	4271
4750	620	4130
4342	613	3729
4978	602	4376
4694	644	4050
4725	653	4072
4696	692	4004
4494	697	3797
4775	677	4098
4527	616	3911
4601	560	4041
4807	649	4158
4344	597	3747
4552	684	3868
4585	631	3954
4760	733	4027
4637	599	4038
4698	641	4057
4357	585	3772
4694	654	4040
4411	568	3843
4438	666	3772
4594	597	3997
4841	647	4194
4693	693	4000
4630	686	3944
4465	590	3875
4777	622	4155
4753	676	4077
4624	693	3931
4330	569	3761
4618	667	3951
4475	616	3859
4719	634	4085
4490	625	3865
4497	677	3820
4426	598	3828
4521	607	3914
4947	734	4213
4894	612	4282
4956	668	4288
4244	593	3651
4163	577	3586
4482	559	3923
4488	692	3796
4822	682	4140
4401	700	3701
4832	677	4155
4681	693	3988
4607	684	3923
4478	643	3835
4675	687	3988
4937	657	4280
4809	707	4102
4867	732	4135
4434	623	3811
4376	583	3793
5055	703	4352
4720	637	4083
4219	588	3631
4562	643	3919
4736	669	4067
4256	632	3624
4707	632	4075
4759	609	4150
4873	648	4225
4435	687	3748
4739	737	4002
4588	682	3906
4939	673	4266
4726	662	4064
4898	653	4245
4887	605	4282
4791	669	4122
4620	580	4040
4599	591	4008
4442	607	3835
4632	696	3936
5104	707	4397
4877	639	4238
4807	709	4098
4486	547	3939
4751	674	4077
4902	680	4222
4677	593	4084
4859	650	4209
4461	680	3781
4609	631	3978
4572	658	3914
4169	613	3556
4578	697	3881
4395	634	3761
4566	652	3914
4479	639	3840
4248	642	3606
4563	730	3833
4594	571	4023
4769	629	4140
4943	707	4236
4395	596	3799
4661	684	3977
4869	656	4213
4792	660	4132
4370	624	3746
4706	713	3993
4552	678	3874
4721	672	4049
4747	678	4069
4590	618	3972
4642	714	3928
4964	749	4215
4713	728	3985
4784	628	4156
4873	622	4251
4708	644	4064
4768	699	4069
4741	675	4066
4749	660	4089
4698	735	3963
4663	674	3989
5107	703	4404
4823	792	4031
4427	646	3781
4835	581	4254
5107	726	4381
4656	651	4005
4502	679	3823
4545	603	3942
4532	689	3843
4324	639	3685
4882	726	4156
4585	639	3946
4529	575	3954
4370	635	3735
4573	649	3924
4521	744	3777
4660	718	3942
4573	693	3880
5066	657	4409
4651	691	3960
4543	699	3844
4464	660	3804
4478	615	3863
4839	630	4209
4570	687	3883
4610	637	3973
4679	664	4015
4644	615	4029
4581	687	3894
4819	743	4076
4371	699	3672
4566	596	3970
4694	586	4108
4612	655	3957
4511	576	3935
4508	632	3876
4863	697	4166
4804	723	4081
5173	712	4461
4963	635	4328
4592	628	3964
4992	664	4328
4819	754	4065
5187	737	4450
4542	644	3898
4924	652	4272
4762	691	4071
4671	636	4035
4574	577	3997
4909	735	4174
4992	821	4171
4580	615	3965
4504	710	3794
4905	667	4238
4653	699	3954
4447	664	3783
4710	669	4041
4345	554	3791
4417	651	3766
4728	617	4111
4867	730	4137
4695	609	4086
4575	616	3959
4841	680	4161
4525	583	3942
5120	770	4350
4416	607	3809
4690	702	3988
4615	650	3965
4411	657	3754
4422	674	3748
4686	774	3912
4642	698	3944
4610	744	3866
4315	696	3619
4727	750	3977
4693	658	4035
4430	644	3786
4389	660	3729
4722	667	4055
4688	695	3993
4436	582	3854
4918	680	4238
4943	680	4263
4632	678	3954
4342	519	3823
4900	691	4209
4569	587	3982
4694	651	4043
4669	687	3982
4599	687	3912
4910	703	4207
4933	723	4210
4474	656	3818
4833	684	4149
4558	696	3862
4630	582	4048
4699	723	3976
4574	673	3901
4716	630	4086
4996	706	4290
4756	668	4088
4689	646	4043
4539	595	3944
4615	623	3992
4790	684	4106
4547	680	3867
4870	645	4225
4954	743	4211
4395	609	3786
4751	646	4105
4712	633	4079
5043	653	4390
4618	695	3923
4795	606	4189
4568	667	3901
4927	695	4232
4864	636	4228
4790	634	4156
4662	672	3990
4473	681	3792
4784	668	4116
4666	637	4029
4612	639	3973
4626	589	4037
4649	684	3965
4532	694	3838
4321	586	3735
4622	634	3988
4712	702	4010
4528	688	3840
4682	624	4058
4606	664	3942
4481	565	3916
4548	612	3936
4710	632	4078
5104	702	4402
4629	708	3921
5085	695	4390
4518	650	3868
4790	681	4109
4623	654	3969
4666	664	4002
4751	716	4035
4389	595	3794
4779	706	4073
4364	568	3796
4600	586	4014
4399	626	3773
4753	667	4086
4680	662	4018
4337	570	3767
4811	680	4131
4605	699	3906
4609	681	3928
4753	606	4147
4422	577	3845
4593	655	3938
4443	647	3796
4470	722	3748
4263	636	3627
4859	635	4224
4695	694	4001
4724	725	3999
4700	619	4081
4529	636	3893
4726	665	4061
4388	596	3792
4686	654	4032
4547	600	3947
4512	621	3891
4422	587	3835
4529	658	3871
4606	672	3934
4773	697	4076
4477	610	3867
4605	612	3993
4614	552	4062
4904	741	4163
4845	710	4135
4669	752	3917
4667	670	3997
4500	562	3938
4723	674	4049
4628	667	3961
4820	684	4136
4499	594	3905
4309	676	3633
4548	682	3866
4303	568	3735
4403	622	3781
4406	707	3699
4245	678	3567
4978	715	4263
4766	728	4038
4657	709	3948
4785	712	4073
4282	627	3655
4754	603	4151
4833	613	4220
4622	721	3901
4487	591	3896
4777	686	4091
4493	653	3840
4790	730	4060
4411	526	3885
4664	734	3930
4807	667	4140
4670	710	3960
4508	628	3880
4693	654	4039
4305	702	3603
4695	738	3957
4925	679	4246
4344	614	3730
5012	691	4321
4667	741	3926
4727	666	4061
4404	662	3742
4654	673	3981
4994	722	4272
4847	791	4056
4740	599	4141
4389	619	3770
4569	678	3891
4728	747	3981
4590	594	3996
4337	681	3656
4537	581	3956
4445	760	3685
4759	635	4124
4851	769	4082
4590	719	3871
4839	745	4094
4325	654	3671
4687	618	4069
4421	586	3835
4917	687	4230
4741	649	4092
4637	636	4001
4546	681	3865
4498	674	3824
4841	651	4190
4275	531	3744
4764	729	4035
5071	706	4365
4698	750	3948
4516	673	3843
4972	635	4337
4552	582	3970
4850	725	4125
4381	595	3786
4837	675	4162
4457	546	3911
4658	639	4019
4463	688	3775
5015	730	4285
4902	743	4159
4518	634	3884
4491	655	3836
4124	573	3551
4687	651	4036
4589	636	3953
4594	706	3888
4610	622	3988
5069	711	4358
4371	626	3745
4509	646	3863
4823	631	4192
4782	636	4146
4692	700	3992
4715	651	4064
4439	684	3755
5092	751	4341
5072	793	4279
4802	700	4102
4895	645	4250
4813	774	4039
4741	648	4093
4228	633	3595
4952	683	4269
4758	719	4039
4683	621	4062
4790	738	4052
4743	698	4045
4258	645	3613
5242	764	4478
4606	637	3969
4458	558	3900
4968	691	4277
4803	640	4163
4591	635	3956
4534	673	3861
4627	653	3974
4696	596	4100
4363	690	3673
4526	662	3864
5072	717	4355
4915	713	4202
5075	737	4338
4875	680	4195
4830	689	4141
4691	646	4045
4557	544	4013
4596	662	3934
4696	736	3960
4531	646	3885
5217	719	4498
4723	716	4007
4503	654	3849
4653	700	3953
4898	613	4285
4911	771	4140
4427	598	3829
4647	624	4023
4501	625	3876
4467	565	3902
4466	655	3811
4577	673	3904
4526	728	3798
4582	633	3949
4554	651	3903
4650	694	3956
4899	614	4285
4707	642	4065
4554	617	3937
4828	754	4074
4925	706	4219
4764	624	4140
4679	618	4061
4759	602	4157
4491	648	3843
4378	647	3731
4890	697	4193
4804	734	4070
4398	673	3725
5030	738	4292
5004	624	4380
4874	699	4175
4495	603	3892
4448	579	3869
4622	688	3934
4745	569	4176
4617	641	3976
4723	633	4090
4631	676	3955
4935	673	4262
4773	681	4092
4916	676	4240
4536	615	3921
4724	584	4140
4799	796	4003
4775	667	4108
4879	719	4160
4716	665	4051
4696	754	3942
4392	672	3720
4755	567	4188
4926	641	4285
4972	761	4211
4741	707	4034
4719	649	4070
4537	596	3941
4955	667	4288
4828	612	4216
4691	651	4040
4869	733	4136
5214	626	4588
4440	649	3791
4717	548	4169
4850	632	4218
4575	637	3938
5076	671	4405
4710	690	4020
4738	677	4061
4621	658	3963
4763	639	4124
4645	633	4012
4641	755	3886
4714	771	3943
4266	655	3611
4700	617	4083
4758	720	4038
4898	668	4230
4447	627	3820
4588	711	3877
4479	693	3786
5106	686	4420
4532	671	3861
4563	714	3849
4575	629	3946
4487	655	3832
4792	691	4101
4665	667	3998
4631	613	4018
4970	764	4206
4670	647	4023
4940	685	4255
4444	607	3837
4377	557	3820
4413	667	3746
4970	700	4270
4658	657	4001
4843	693	4150
5197	734	4463
4575	654	3921
4540	644	3896
4283	620	3663
4837	733	4104
4634	679	3955
4826	659	4167
4545	568	3977
4642	720	3922
4399	684	3715
4685	731	3954
4704	671	4033
4702	643	4059
4814	687	4127
4365	638	3727
4568	671	3897
4373	564	3809
5047	675	4372
4475	648	3827
4672	639	4033
4247	583	3664
4556	724	3832
4471	659	3812
4637	582	4055
4821	697	4124
4611	645	3966
4475	635	3840
4953	730	4223
4355	637	3718
4389	610	3779
4328	639	3689
4681	645	4036
4727	687	4040
4588	639	3949
4491	559	3932
4816	617	4199
4505	657	3848
4444	642	3802
5154	825	4329
4934	667	4267
4548	573	3975
4568	648	3920
4811	744	4067
4529	643	3886
4534	600	3934
4609	712	3897
4802	637	4165
4393	676	3717
4771	666	4105
4725	669	4056
4793	659	4134
4600	644	3956
4790	703	4087
5008	680	4328
4741	664	4077
4874	653	4221
4535	631	3904
4478	659	3819
4634	700	3934
4756	729	4027
4452	665	3787
4629	630	3999
4697	670	4027
4718	608	4110
4770	643	4127
4752	704	4048
4754	662	4092
4366	763	3603
4792	678	4114
4375	696	3679
5106	746	4360
4439	634	3805
4714	666	4048
4738	653	4085
4268	617	3651
4651	660	3991
4534	689	3845
4721	706	4015
4898	651	4247
4788	586	4202
4957	671	4286
4648	663	3985
4858	682	4176
4639	736	3903
4596	672	3924
4391	637	3754
4769	624	4145
5028	740	4288
4569	650	3919
4727	643	4084
4517	687	3830
4435	624	3811
4360	556	3804
4602	639	3963
4469	620	3849
4563	682	3881
4462	653	3809
4740	697	4043
4551	729	3822
4782	697	4085
4885	792	4093
4843	708	4135
4493	628	3865
4906	679	4227
4738	647	4091
4506	661	3845
4700	708	3992
4484	660	3824
4439	690	3749
4857	695	4162
4565	600	3965
4458	615	3843
4778	652	4126
4690	651	4039
4808	662	4146
4518	684	3834
4816	640	4176
4656	598	4058
4519	588	3931
4787	573	4214
4714	676	4038
4474	598	3876
4463	605	3858
4450	628	3822
4619	679	3940
4807	640	4167
4571	680	3891
4630	676	3954
4816	677	4139
4172	647	3525
4751	638	4113
4586	684	3902
4521	646	3875
4423	574	3849
4500	672	3828
4744	675	4069
4495	576	3919
4793	658	4135
4787	621	4166
4778	643	4135
4369	609	3760
4870	668	4202
4716	629	4087
4656	647	4009
4859	629	4230
4658	642	4016
4890	639	4251
4846	663	4183
4455	631	3824
4033	543	3490
4330	674	3656
4767	618	4149
4408	608	3800
4474	648	3826
4821	668	4153
4290	555	3735
4916	693	4223
4552	664	3888
4996	702	4294
4553	648	3905
4630	652	3978
4877	634	4243
4939	721	4218
4666	635	4031
4834	679	4155
4857	677	4180
4669	607	4062
4499	619	3880
4644	589	4055
4682	682	4000
4856	625	4231
4823	722	4101
4556	784	3772
4796	673	4123
4431	612	3819
4811	681	4130
4714	624	4090
4679	699	3980
4761	739	4022
4572	662	3910
4580	639	3941
4747	661	4086
4298	570	3728
4676	580	4096
4502	624	3878
4794	712	4082
4780	644	4136
4637	656	3981
5006	727	4279
4694	650	4044
4730	764	3966
4641	564	4077
4607	656	3951
4337	603	3734
4718	720	3998
4643	711	3932
4781	707	4074
4436	556	3880
4668	706	3962
4801	610	4191
4887	622	4265
4826	722	4104
4540	671	3869
4634	653	3981
4422	644	3778
4622	681	3941
4944	650	4294
4873	639	4234
4824	629	4195
4567	577	3990
4662	596	4066
4715	638	4077
4937	646	4291
4639	623	4016
4586	636	3950
4965	711	4254
4895	728	4167
4594	670	3924
4966	718	4248
5054	646	4408
4650	640	4010
4828	651	4177
4909	683	4226
4280	633	3647
4581	628	3953
4971	707	4264
4542	688	3854
4673	723	3950
4850	645	4205
4955	735	4220
4759	734	4025
4744	648	4096
4548	648	3900
4814	647	4167
4565	647	3918
4909	713	4196
4822	765	4057
4661	635	4026
4424	650	3774
4855	706	4149
4723	701	4022
4609	668	3941
4675	637	4038
4733	708	4025
4610	701	3909
4655	706	3949
5024	699	4325
4658	712	3946
4869	687	4182
4569	697	3872
4577	581	3996
4857	687	4170
4711	671	4040
4983	689	4294
4231	569	3662
4752	658	4094
4643	636	4007
4678	633	4045
4882	700	4182
4470	639	3831
4571	590	3981
4521	644	3877
4721	649	4072
4422	705	3717
4603	629	3974
4933	716	4217
4346	633	3713
4853	686	4167
4520	653	3867
4962	664	4298
4925	706	4219
4823	673	4150
4663	642	4021
4979	658	4321
5017	660	4357
4501	613	3888
5036	709	4327
4670	662	4008
4946	689	4257
4629	630	3999
4451	642	3809
5009	713	4296
4387	610	3777
4565	667	3898
4427	650	3777
4938	699	4239
4913	747	4166
4478	651	3827
4767	663	4104
4514	593	3921
4449	683	3766
4579	610	3969
4944	770	4174
4754	709	4045
4495	641	3854
4581	635	3946
5204	651	4553
4513	567	3946
4511	618	3893
4453	656	3797
4991	700	4291
4907	650	4257
5057	688	4369
4551	649	3902
5043	729	4314
4803	733	4070
4784	615	4169
4661	679	3982
4752	591	4161
4723	676	4047
4390	615	3775
4722	706	4016
4594	606	3988
4934	676	4258
4697	635	4062
4665	680	3985
4745	722	4023
4690	632	4058
4540	678	3862
4537	586	3951
4631	623	4008
4492	588	3904
4556	653	3903
4797	665	4132
4633	588	4045
4685	683	4002
5034	714	4320
4746	694	4052
4677	726	3951
4530	599	3931
4632	676	3956
4160	690	3470
4574	689	3885
4722	660	4062
4305	576	3729
4820	695	4125
4622	613	4009
4568	713	3855
4742	624	4118
4602	665	3937
5017	641	4376
4974	707	4267
4407	746	3661
4596	672	3924
5159	674	4485
4556	555	4001
4825	646	4179
4850	666	4184
4972	701	4271
4737	642	4095
4697	780	3917
4758	609	4149
5260	709	4551
4480	659	3821
5068	663	4405
4730	601	4129
4680	670	4010
5081	724	4357
4588	648	3940
4570	712	3858
5020	679	4341
4452	614	3838
4261	637	3624
4353	606	3747
4713	675	4038
4301	577	3724
4824	674	4150
4395	599	3796
4602	620	3982
4627	598	4029
4575	671	3904
4642	669	3973
4833	614	4219
4807	630	4177
4995	699	4296
4405	615	3790
4263	635	3628
4798	671	4127
4749	661	4088
4404	593	3811
4676	714	3962
4723	646	4077
4677	694	3983
4728	615	4113
4633	714	3919
4725	736	3989
4435	588	3847
4525	662	3863
4688	654	4034
4768	666	4102
4397	617	3780
4867	764	4103
4979	711	4268
4876	702	4174
4748	695	4053
4540	627	3913
4749	686	4063
4443	618	3825
4479	630	3849
4535	645	3890
4488	629	3859
4747	659	4088
4441	663	3778
4878	648	4230
4808	770	4038
4580	640	3940
4818	697	4121
4715	691	4024
4735	658	4077
4278	619	3659
4529	642	3887
4613	730	3883
4755	632	4123
4885	718	4167
4571	579	3992
4903	704	4199
4653	614	4039
4644	633	4011
5034	702	4332
5139	716	4423
4723	726	3997
4453	644	3809
5015	693	4322
4758	680	4078
4723	599	4124
4297	655	3642
4457	703	3754
4583	652	3931
4749	669	4080
4513	642	3871
4483	586	3897
4656	741	3915
4831	687	4144
4438	612	3826
4679	684	3995
4903	711	4192
4599	625	3974
4477	641	3836
4816	734	4082
4427	593	3834
4590	658	3932
4820	686	4134
5153	751	4402
4715	624	4091
4377	590	3787
4691	698	3993
5261	780	4481
4715	659	4056
4830	667	4163
4873	657	4216
4985	608	4377
4880	723	4157
4742	686	4056
4361	569	3792
4689	682	4007
4518	630	3888
4468	659	3809
4740	652	4088
4560	599	3961
4324	600	3724
4813	625	4188
4752	700	4052
4676	658	4018
4526	725	3801
4845	743	4102
4616	667	3949
4422	634	3788
4767	659	4108
4612	667	3945
4666	662	4004
4877	721	4156
5039	726	4313
4542	624	3918
4619	695	3924
4802	673	4129
4654	749	3905
4322	599	3723
4112	602	3510
4514	632	3882
4664	744	3920
4662	692	3970
4557	671	3886
5071	670	4401
4542	669	3873
4651	624	4027
5031	681	4350
4764	767	3997
5030	712	4318
4690	707	3983
4131	569	3562
4699	585	4114
4489	632	3857
4716	650	4066
4661	700	3961
4905	650	4255
4644	625	4019
5235	802	4433
4569	623	3946
4727	633	4094
4733	644	4089
4531	591	3940
4649	645	4004
5066	640	4426
4540	539	4001
4725	687	4038
4914	743	4171
4819	668	4151
4697	668	4029
4765	659	4106
4650	668	3982
4884	698	4186
4822	635	4187
4775	670	4105
5276	727	4549
4566	698	3868
4645	584	4061
4694	640	4054
4557	663	3894
4641	642	3999
4583	727	3856
4595	622	3973
4773	611	4162
4649	677	3972
4758	691	4067
4412	691	3721
4085	579	3506
5059	751	4308
4629	603	4026
4550	569	3981
4991	689	4302
4916	687	4229
4302	572	3730
4724	623	4101
4405	650	3755
4776	662	4114
4696	673	4023
4493	707	3786
5113	798	4315
4564	639	3925
4752	602	4150
4590	679	3911
4863	698	4165
4399	632	3767
4502	586	3916
4825	694	4131
4530	671	3859
4650	614	4036
4845	611	4234
4903	627	4276
4642	729	3913
4277	560	3717
4944	741	4203
4570	653	3917
4620	622	3998
5089	717	4372
4485	586	3899
4493	622	3871
4586	684	3902
4496	607	3889
4585	603	3982
4802	755	4047
4445	598	3847
4612	680	3932
4250	581	3669
4617	727	3890
4616	619	3997
4609	614	3995
4471	664	3807
4507	728	3779
4378	569	3809
4657	688	3969
4453	597	3856
4617	700	3917
4471	655	3816
4633	644	3989
4824	678	4146
4153	592	3561
4351	609	3742
4753	676	4077
4762	643	4119
4998	765	4233
4682	679	4003
4984	612	4372
4699	674	4025
4422	668	3754
4662	646	4016
4713	639	4074
4796	716	4080
4642	654	3988
4580	653	3927
4954	702	4252
4736	660	4076
5008	587	4421
4555	699	3856
4928	650	4278
4846	638	4208
4970	725	4245
4326	618	3708
4491	680	3811
4539	706	3833
4604	695	3909
4640	631	4009
4508	757	3751
4820	734	4086
4721	667	4054
4827	756	4071
4766	656	4110
4937	740	4197
4427	624	3803
4657	710	3947
4363	610	3753
4911	705	4206
4557	570	3987
4764	658	4106
4727	621	4106
4661	672	3989
4554	677	3877
4924	690	4234
4752	706	4046
4792	634	4158
4560	592	3968
4995	692	4303
4343	652	3691
4640	640	4000
4818	686	4132
4746	650	4096
4933	663	4270
5115	769	4346
4720	737	3983
4835	636	4199
4368	692	3676
5347	592	4755
4964	715	4249
4551	593	3958
4380	683	3697
4526	643	3883
4478	673	3805
4643	620	4023
4605	702	3903
4697	633	4064
4563	694	3869
4603	650	3953
4208	500	3708
4538	578	3960
4862	697	4165
4939	635	4304
4590	564	4026
4888	667	4221
4731	628	4103
4389	641	3748
4765	705	4060
4986	663	4323
4421	675	3746
4232	573	3659
4414	619	3795
4514	641	3873
4477	697	3780
4696	613	4083
4786	593	4193
4667	658	4009
4913	711	4202
4638	591	4047
4904	596	4308
4571	607	3964
4940	675	4265
4672	700	3972
4371	636	3735
4679	711	3968
4433	634	3799
4551	620	3931
4832	691	4141
4705	637	4068
5017	774	4243
5026	729	4297
4612	627	3985
4700	705	3995
4594	684	3910
5144	734	4410
4893	716	4177
5188	677	4511
4527	648	3879
4792	665	4127
4525	619	3906
4980	740	4240
4613	648	3965
4795	708	4087
4608	638	3970
4701	609	4092
4637	660	3977
4607	666	3941
4808	694	4114
4751	610	4141
4675	644	4031
4481	680	3801
4768	668	4100
4584	660	3924
4586	647	3939
5000	760	4240
4423	684	3739
5117	751	4366
4939	742	4197
4716	577	4139
4713	660	4053
4410	643	3767
5036	653	4383
5094	706	4388
4540	644	3896
4435	552	3883
4870	691	4179
4423	616	3807
4714	611	4103
4816	667	4149
5019	663	4356
4749	650	4099
4592	699	3893
4610	591	4019
4395	627	3768
4451	694	3757
4742	660	4082
4966	680	4286
4634	653	3981
4676	667	4009
4639	668	3971
5119	714	4405
4580	627	3953
4433	713	3720
4963	695	4268
4445	600	3845
4704	700	4004
4548	617	3931
4694	641	4053
4584	644	3940
4903	789	4114
4650	643	4007
4763	646	4117
4870	701	4169
4845	741	4104
4433	549	3884
4837	686	4151
4853	738	4115
4555	638	3917
4311	670	3641
4376	632	3744
4556	585	3971
4742	640	4102
4600	620	3980
4781	684	4097
4378	610	3768
4626	689	3937
4854	624	4230
4806	705	4101
4625	633	3992
4553	622	3931
4539	678	3861
4510	650	3860
4675	660	4015
4660	686	3974
4431	606	3825
5194	676	4518
4557	706	3851
4651	571	4080
4665	622	4043
4609	646	3963
4807	628	4179
4647	657	3990
4522	636	3886
4423	608	3815
4707	696	4011
4456	644	3812
4577	663	3914
4834	751	4083
4413	552	3861
4622	599	4023
4671	695	3976
4774	653	4121
5239	735	4504
4694	723	3971
4772	731	4041
4346	619	3727
4700	642	4058
4343	647	3696
4876	632	4244
4561	626	3935
4783	635	4148
4809	657	4152
4728	648	4080
4940	731	4209
4615	763	3852
4726	684	4042
5025	628	4397
4686	649	4037
4083	483	3600
4344	639	3705
4767	728	4039
4393	617	3776
4682	631	4051
4587	689	3898
4603	637	3966
4807	618	4189
4470	654	3816
4442	558	3884
4532	703	3829
4457	654	3803
4584	637	3947
4482	623	3859
4772	668	4104
4694	679	4015
4685	657	4028
4973	740	4233
4946	695	4251
4507	721	3786
4602	719	3883
4584	702	3882
4613	677	3936
4646	683	3963
4776	621	4155
5087	644	4443
4759	660	4099
4836	688	4148
4594	673	3921
4608	685	3923
4925	696	4229
4885	743	4142
4706	640	4066
4387	629	3758
4736	716	4020
4758	685	4073
5076	665	4411
4854	669	4185
4590	602	3988
4278	632	3646
4666	715	3951
4643	643	4000
4411	602	3809
5049	623	4426
4832	739	4093
4732	703	4029
5359	735	4624
4708	648	4060
4555	692	3863
4827	625	4202
4813	597	4216
4833	726	4107
4386	630	3756
4453	667	3786
4559	693	3866
4716	707	4009
4642	694	3948
4294	568	3726
5018	639	4379
4694	721	3973
4416	580	3836
4819	631	4188
5037	725	4312
4792	769	4023
4906	704	4202
4489	607	3882
4584	660	3924
4575	693	3882
4506	619	3887
4835	683	4152
4843	662	4181
4953	661	4292
4539	673	3866
4674	620	4054
4650	597	4053
4708	661	4047
5026	763	4263
4610	676	3934
4384	627	3757
4568	759	3809
4553	653	3900
4437	579	3858
4365	649	3716
4705	687	4018
4698	677	4021
4697	721	3976
4811	602	4209
4470	659	3811
4578	646	3932
4655	735	3920
4461	657	3804
4596	625	3971
4481	647	3834
4653	601	4052
4474	545	3929
4853	635	4218
4612	623	3989
4708	634	4074
4921	635	4286
4956	695	4261
4600	722	3878
4409	638	3771
5035	672	4363
4508	638	3870
5094	736	4358
5028	671	4357
4737	681	4056
4560	629	3931
4620	596	4024
4719	655	4064
4835	617	4218
5298	729	4569
4589	614	3975
4585	649	3936
4780	687	4093
4468	652	3816
4892	667	4225
4319	596	3723
4648	632	4016
4592	671	3921
4866	691	4175
4597	671	3926
4747	669	4078
4797	690	4107
4696	630	4066
4548	648	3900
4994	746	4248
4652	645	4007
4451	641	3810
4765	706	4059
4511	592	3919
4924	666	4258
4777	661	4116
4757	696	4061
4321	660	3661
4387	610	3777
4842	702	4140
4687	629	4058
4722	683	4039
4625	692	3933
4312	528	3784
4903	681	4222
4609	658	3951
4695	660	4035
4709	684	4025
4522	627	3895
5122	702	4420
4545	636	3909
4693	653	4040
4567	591	3976
4805	691	4114
4689	694	3995
4555	633	3922
4645	621	4024
4776	716	4060
4905	662	4243
4851	656	4195
4419	603	3816
4788	709	4079
4857	740	4117
4445	630	3815
4649	681	3968
5058	670	4388
4431	661	3770
4868	684	4184
4378	587	3791
4769	692	4077
4777	663	4114
4496	693	3803
4744	685	4059
4623	597	4026
4560	618	3942
4755	636	4119
4838	743	4095
5017	781	4236
4953	798	4155
4466	675	3791
4582	573	4009
4740	640	4100
4562	618	3944
4538	609	3929
4786	661	4125
4793	722	4071
4610	565	4045
5019	748	4271
4755	706	4049
4926	733	4193
4684	663	4021
4570	622	3948
4788	683	4105
4641	753	3888
4867	650	4217
4926	717	4209
4799	665	4134
4321	622	3699
4735	635	4100
4625	655	3970
4774	629	4145
4480	616	3864
4810	700	4110
4567	618	3949
4586	624	3962
4989	681	4308
4689	695	3994
5173	799	4374
4499	648	3851
4625	670	3955
4732	683	4049
4880	735	4145
4560	589	3971
4343	571	3772
4881	628	4253
4860	695	4165
4880	744	4136
4944	783	4161
4783	653	4130
4233	623	3610
4930	705	4225
4707	577	4130
4861	708	4153
4580	603	3977
4860	674	4186
4665	640	4025
4829	630	4199
4983	615	4368
4527	648	3879
4570	650	3920
4569	664	3905
4744	680	4064
4564	507	4057
4847	733	4114
5091	696	4395
4898	643	4255
4819	705	4114
4705	691	4014
4441	598	3843
4619	596	4023
4570	648	3922
4798	645	4153
4498	564	3934
4723	659	4064
4729	691	4038
4581	690	3891
4973	729	4244
4595	631	3964
5033	637	4396
4538	678	3860
4887	659	4228
4437	690	3747
4650	650	4000
4487	602	3885
4569	669	3900
4881	735	4146
4379	582	3797
4766	595	4171
4836	692	4144
4665	654	4011
4626	650	3976
4994	649	4345
4425	638	3787
4622	638	3984
4505	661	3844
4648	699	3949
4702	619	4083
4660	761	3899
5003	646	4357
4296	613	3683
4642	691	3951
4263	630	3633
4880	627	4253
5095	745	4350
4752	654	4098
4325	559	3766
4784	672	4112
4704	646	4058
4712	734	3978
4695	636	4059
4608	668	3940
5046	696	4350
4374	616	3758
4495	631	3864
4796	677	4119
4325	595	3730
4598	622	3976
4554	655	3899
4835	674	4161
4302	561	3741
4509	569	3940
4877	633	4244
4769	646	4123
4672	597	4075
5017	714	4303
4884	684	4200
4810	725	4085
4731	715	4016
4616	573	4043
4545	663	3882
4878	733	4145
4727	619	4108
4829	632	4197
4581	733	3848
4373	543	3830
4980	719	4261
4683	635	4048
4776	648	4128
4568	609	3959
4587	667	3920
4971	710	4261
4810	661	4149
4889	732	4157
4466	548	3918
4710	664	4046
4415	560	3855
4952	738	4214
4658	709	3949
4892	711	4181
4666	607	4059
4865	671	4194
4929	667	4262
4794	615	4179
4371	664	3707
4687	634	4053
4683	648	4035
4711	598	4113
4746	660	4086
4766	618	4148
4600	618	3982
5131	753	4378
5033	814	4219
5063	703	4360
4957	686	4271
4608	651	3957
4778	617	4161
4805	652	4153
4795	740	4055
4779	617	4162
4190	576	3614
4342	664	3678
4783	656	4127
4459	649	3810
4430	596	3834
4954	612	4342
4744	642	4102
4715	671	4044
4390	659	3731
4481	739	3742
4477	667	3810
4820	717	4103
4528	656	3872
4784	679	4105
4429	629	3800
5080	637	4443
4561	709	3852
4844	672	4172
4645	620	4025
4584	666	3918
4644	641	4003
4932	601	4331
4445	637	3808
4797	731	4066
4717	713	4004
4734	639	4095
4773	688	4085
4879	645	4234
4875	693	4182
4755	720	4035
4470	560	3910
4610	689	3921
4356	599	3757
4228	558	3670
4711	685	4026
